id,mnts_gw,date,region,type,city,city_size,city_class,eco,actors_all,actor1,act_type1,people,repert1,site_number,site_type,duration,claim1,direction,target,response,vandalism,violence,international,solidarity,extra,group_name,year,month,company_name,actor2,act_type2,act_fa,act_ip,act_ms,act_opzz,act_znp,act_s80,act_pis,act_sld,act_sr80,act_pip,act_fzz,act_ppp,act_nszzs,act_razem,site_base,repert2,claim2,claim_name
941,1,200901,PDK,protest,Żurawica,5,normal,healthsocial,NA,NA,unionlocal,13,slowdown,1,company,NA,wage,offense,company,negative,n,n,n,n,0,NOGROUP,2009,jan,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,118,NOREPERT2,bankrupcy,0
942,1,200901,MAP,protest,Rabka Zdrój,13,normal,healthsocial,NA,NA,unionlocal,20,slowdown,1,publicspace,NA,govtpolicycompany,defense,company,negative,n,n,n,n,0,NA,2009,jan,Nestle Goplana,NOACT2,NOACT2,y,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
943,3,200901,ZCP,protest,Koszalin,109,normal,information,NA,NA,nonorganised,30,demonstration,1,company,NA,layoffs,defense,govtlocal,NA,n,n,n,n,0,NOGROUP,2009,jan,KW,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
944,1,200901,PDK,protest,Lesko,6,normal,healthsocial,NA,NA,nonorganised,32,drastic,1,stateregional,NA,wage,offense,company,unclear,n,n,n,n,0,NOGROUP,2009,jan,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
945,3,200901,MAZ,protest,Ciechanów,44,normal,healthsocial,NA,NA,unionlocal,45,drastic,1,publicspace,NA,wage,offense,company,unclear,n,n,n,n,0,NOGROUP,2009,jan,PKP PR,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
946,1,200901,SLA,protest,Sosnowiec,207,normal,manufactoring,NA,NA,nonorganised,160,demonstration,1,NA,NA,layoffs,defense,govtlocal,unclear,n,n,n,n,0,NOGROUP,2009,jan,PKP PR,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,investment,0
947,2,200901,KPO,protest,Toruń,202,voyvodeship,traderepair,IP,ip,unionlocal,NA,demonstration,1,company,NA,wage,defense,company,NA,n,n,n,n,0,state administrations,2009,jan,Nestle Goplana,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
948,2,200901,LBS,protest,Zielona Góra,139,voyvodeship,traderepair,IP,ip,unionlocal,NA,demonstration,1,company,NA,wage,defense,company,NA,n,n,n,n,0,NA,2009,jan,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,conditions,0
949,2,200901,MAZ,protest,Warszawa,1754,voyvodeship,traderepair,IP,ip,unionlocal,NA,demonstration,1,company,NA,wage,defense,govtlocal,NA,n,n,n,n,0,NA,2009,jan,PKP PR,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,layoffs,0
950,2,200901,WLK,protest,Poznań,542,voyvodeship,traderepair,IP,ip,unionlocal,NA,demonstration,1,company,NA,layoffs,offense,company,positive,n,n,n,n,0,NOGROUP,2009,jan,PKP PR,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
951,1,200901,KPO,protest,Świecie,27,normal,healthsocial,PIP,pip,unionlocal,NA,drastic,1,NA,NA,unionize,defense,company,negative,n,n,n,n,0,NA,2009,jan,Energetyczne systemy Ciepłownicze,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
952,1,200901,KPO,protest,Świecie,27,normal,healthsocial,PIP,pip,unionlocal,NA,strike,1,statecentral,NA,managepersonal,offense,govtcentral,unclear,n,n,n,n,0,NA,2009,jan,Szczecin shipyard,NOACT2,nonorganised,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,do not merge with other companies
953,3,200901,LBL,protest,Chełm,68,normal,healthsocial,PIP,pip,unionlocal,NA,slowdown,1,company,NA,wage,offense,company,positive,n,n,n,n,0,education staff,2009,jan,NA,znp,NOACT2,n,n,n,n,y,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
954,2,200901,PDK,protest,Rzeszów,188,voyvodeship,healthsocial,PIP,pip,unionlocal,5,drastic,1,NA,NA,wage,defense,govtlocal,positive,n,n,n,n,0,NA,2009,jan,Tramwaje Warszawskie,NOACT2,NOACT2,n,n,n,n,n,n,n,n,y,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
955,2,200901,MAZ,protest,Warszawa,1754,voyvodeship,healthsocial,PIP,pip,unionlocal,10,drastic,1,stateregional,NA,wage,defense,company,negative,n,n,n,n,0,NA,2009,jan,NA,NOACT2,NOACT2,n,n,n,n,y,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,layoffs,against privatisation and layoffs
956,4,200901,PDK,protest,Jarosław,38,normal,healthsocial,PIP,pip,unionlocal,20,drastic,1,publicspace,NA,bankrupcy,offense,company,negative,n,n,n,n,0,education staff,2009,jan,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
957,1,200901,MAP,protest,Kraków,765,voyvodeship,transportpost,S,s,unionlocal,NA,demonstration,1,company,NA,wage,offense,company,NA,n,n,n,n,0,education staff,2009,jan,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
958,1,200901,MAZ,protest,Warszawa,1754,voyvodeship,energy,S,s,unionlocal,250,demonstration,1,company,NA,layoffs,offense,govtlocal,NA,n,n,n,n,0,NA,2009,jan,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
959,1,200902,WAM,threat,Olsztyn,173,voyvodeship,publicsocial,NA,NA,nonunion,NA,slowdown,1,company,h2,wage,defense,govtcentral,unclear,n,n,n,n,0,education staff,2009,feb,PKP,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,12,NOREPERT2,NOCLAIM2,0
960,3,200902,POM,protest,Gdańsk,464,voyvodeship,publicsocial,NA,NA,unionlocal,3000,demonstration,1,company,m1,wage,offense,company,unclear,n,n,n,n,0,higher education,2009,feb,GPEC,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,against closing of schools
961,2,200902,LBS,threat,Zielona Góra,139,voyvodeship,waterwaste,NA,NA,unionlocal,NA,nonspecific,1,company,NA,wage,defense,govtlocal,NA,n,n,n,n,0,NA,2009,feb,Delia,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
962,2,200902,SLA,protest,Katowice,298,voyvodeship,manufactoring,NA,NA,unionlocal,NA,slowdown,1,company,NA,govtpolicywork,offense,govtlocal,NA,n,n,n,n,0,NA,2009,feb,Jutrzenka,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,2,blockade,NOCLAIM2,0
963,1,200902,ZCP,protest,Koszalin,109,normal,information,NA,NA,nonorganised,30,demonstration,1,company,NA,wage,offense,company,NA,n,n,n,n,0,NA,2009,feb,Budryk mine,sr80,NOACT2,n,n,n,n,n,n,n,n,y,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
964,2,200902,SWK,protest,Opatów,6,normal,mining,NA,NA,nonorganised,200,blockade,1,company,h2,wage,defense,govtcentral,NA,n,n,n,n,0,NA,2009,feb,Budryk mine,NOACT2,NOACT2,n,n,n,n,n,n,n,n,y,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
965,2,200902,PDK,protest,Stalowa Wola,63,normal,manufactoring,NA,NA,nonorganised,300,blockade,1,company,h48,layoffs,offense,company,positive,n,n,n,n,0,city companies,2009,feb,KW,NOACT2,NOACT2,n,n,n,n,n,n,n,n,y,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
966,5,200902,MAP,protest,Kraków,765,voyvodeship,publicsocial,NA,NA,unionlocal,2500,demonstration,1,company,h48,wage,defense,govtlocal,NA,n,n,n,n,0,NA,2009,feb,Rabka pediatric,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,investment,against low NFZ contracts
967,1,200902,PL,protest,NOTCITY,NOTCITY,NOTCITY,manufactoring,NA,NA,nonunion,NA,demonstration,3,company,h2,wage,offense,govtlocal,positive,n,n,n,n,0,NA,2009,feb,NOTCOMPANY,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,3,NOREPERT2,NOCLAIM2,0
968,1,200902,WLK,protest,Poznań,542,voyvodeship,manufactoring,IP,ip,unionlocal,NA,demonstration,1,stateregional,NA,unionize,offense,company,positive,n,n,n,n,0,NA,2009,feb,Gdańsk shipyard,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
969,1,200902,PL,threat,NOTCITY,NOTCITY,NOTCITY,transportpost,S,s,unionlocal,NA,nonspecific,1,company,NA,wage,defense,company,negative,n,n,n,n,0,NA,2009,feb,Frito Lay,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
970,8,200902,SLA,protest,Katowice,298,voyvodeship,mining,S,s,unionlocal,NA,strike,1,company,NA,conditions,offense,publicgeneral,NA,n,n,n,n,0,NA,2009,feb,Wólczanka,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
971,2,200902,DSL,threat,Wrocław,638,voyvodeship,manufactoring,S,s,unionlocal,NA,nonspecific,1,company,NA,wage,defense,company,NA,n,n,n,n,0,NA,2009,feb,EnergaPro,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,2,NOREPERT2,political,0
972,2,200902,SLA,threat,Gliwice,182,normal,manufactoring,S,s,unionlocal,NA,strike,1,statecentral,h48,conditions,defense,other,negative,n,n,n,n,0,NA,2009,feb,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,free Stokłosa
973,2,200902,SLA,protest,Katowice,298,voyvodeship,manufactoring,S,s,unionlocal,NA,demonstration,1,company,NA,wage,defense,company,negative,n,n,n,n,0,NA,2009,feb,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,political,0
974,1,200902,PDK,protest,Rzeszów,188,voyvodeship,manufactoring,S,s,unionlocal,300,demonstration,2,company,NA,layoffs,defense,govtlocal,negative,n,n,n,n,0,NA,2009,feb,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
975,7,200902,PDK,protest,Stalowa Wola,63,normal,manufactoring,S,s,unionlocal,3000,demonstration,4,company,h48,duesalary,defense,company,negative,n,n,n,n,0,NA,2009,feb,Sandecja,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
976,2,200902,SLA,protest,Katowice,298,voyvodeship,mining,SR80,sr80,unionlocal,15,blockade,1,media,timeless,govtpolicycompany,offense,govtcentral,NA,n,n,n,n,0,NA,2009,feb,NOTCOMPANY,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,unionize,0
977,1,200902,LDZ,protest,Łódź,697,voyvodeship,information,SR80,sr80,unionlocal,30,demonstration,1,company,NA,bankrupcy,offense,govtcentral,NA,n,n,n,n,0,NA,2009,feb,MPK Lublin,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,slowdown,NOCLAIM2,0
978,1,200902,SLA,protest,Jastrzębie Zdrój,90,normal,mining,SR80,sr80,unionlocal,25,blockade,3,statecentral,NA,duesalary,offense,govtlocal,NA,n,n,n,n,0,NOGROUP,2009,feb,NOTCOMPANY,NOACT2,movement,n,y,n,n,n,n,n,n,n,n,n,n,n,n,15,NOREPERT2,atypical,0
979,2,200902,SLA,protest,Katowice,298,voyvodeship,mining,SR80,sr80,unionlocal,NA,demonstration,5,infrastructure,h12,wage,offense,company,positive,n,n,n,n,0,NA,2009,feb,NA,s,community,n,n,n,n,n,n,n,n,n,y,n,n,y,n,1,NOREPERT2,managepersonal,0
980,3,200902,MAP,protest,Kraków,765,voyvodeship,NOTCOMPANY,SR80 FA,sr80,unioncentral,1250,demonstration,1,stateregional,NA,privatisationanti,defense,company,negative,n,n,n,n,0,NA,2009,feb,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,blockade,NOCLAIM2,0
981,1,200903,OPO,threat,NOTCITY,NOTCITY,NOTCITY,sportculture,NA,NA,nonorganised,NA,slowdown,1,stateregional,NA,unionize,offense,company,positive,n,n,n,n,0,NOGROUP,2009,mar,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
982,3,200903,SWK,threat,Kielce,198,voyvodeship,education,NA,NA,nonorganised,NA,strike,1,company,w1,govtpolicywork,offense,govtlocal,positive,n,n,n,n,0,NA,2009,mar,MPK Częstochowa,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,free mass transit
983,1,200903,KPO,protest,Toruń,202,voyvodeship,healthsocial,NA,NA,unionlocal,NA,demonstration,1,stateother,NA,govtpolicywork,offense,company,unclear,n,n,n,n,0,NA,2009,mar,Gorzów hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
984,1,200903,LBL,protest,Lublin,340,voyvodeship,publicsocial,NA,NA,community,NA,demonstration,1,company,NA,privatisationpro,defense,company,NA,n,n,n,n,0,NA,2009,mar,Żurawica hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
985,3,200903,LDZ,protest,Łódź,697,voyvodeship,sportculture,NA,NA,nonorganised,NA,strike,1,company,NA,govtpolicycompany,defense,company,negative,n,n,n,n,0,NOGROUP,2009,mar,NOTCOMPANY,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
986,4,200903,SLA,protest,Jastrzębie Zdrój,90,normal,sportculture,NA,NA,nonorganised,NA,legal,1,stateregional,NA,wage,offense,company,NA,n,n,n,n,0,NOGROUP,2009,mar,Sklejka,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,layoffs,0
987,5,200903,PDK,protest,Przemyśl,62,normal,manufactoring,NA,NA,nonorganised,NA,blockade,1,company,NA,govtpolicycompany,offense,govtlocal,unclear,n,n,n,n,0,NOGROUP,2009,mar,NOTCOMPANY,NA,movement,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
988,2,200903,PDK,protest,Przemyśl,62,normal,manufactoring,NA,NA,nonorganised,NA,blockade,1,company,h2,wage,offense,company,unclear,n,n,n,n,0,NOGROUP,2009,mar,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,400,NOREPERT2,political,0
989,2,200903,PDL,protest,Łomża,63,normal,traderepair,NA,NA,nonorganised,3,drastic,1,stateregional,h2,wage,defense,govtcentral,NA,n,n,n,n,0,NA,2009,mar,HCP,NOACT2,NOACT2,n,y,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,unionize,0
990,1,200903,KPO,protest,Solec Kujawski,16,normal,manufactoring,NA,NA,nonorganised,5,blockade,1,company,w1,layoffs,offense,company,NA,n,n,n,n,0,NOGROUP,2009,mar,NOTCOMPANY,fa,movement,y,y,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,policywork,0
991,8,200903,KPO,protest,Toruń,202,voyvodeship,healthsocial,NA,NA,unionlocal,12,strike,1,company,h48,duesalary,offense,govtcentral,negative,n,n,n,n,0,NA,2009,mar,NOTCOMPANY,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,privatisationanti,0
992,1,200903,OPO,protest,Opole,128,voyvodeship,adminsupport,NA,NA,atypical,25,demonstration,1,company,w1,govtpolicycompany,defense,company,negative,n,n,n,n,0,NOGROUP,2009,mar,NOTCOMPANY,NOACT2,political,n,n,n,y,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
993,2,200903,WLK,protest,NOTCITY,NOTCITY,NOTCITY,healthsocial,NA,NA,nonorganised,NA,demonstration,3,company,NA,managepolicy,offense,govtcentral,NA,n,n,n,n,0,NOGROUP,2009,mar,NOTCOMPANY,sld,political,n,n,n,y,n,n,n,y,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
994,3,200903,PDL,protest,Łapy,16,normal,traderepair,NA,NA,unionlocal,1500,demonstration,9,company,h24,wage,offense,company,negative,n,n,n,n,0,NOGROUP,2009,mar,NOTCOMPANY,sld,political,n,n,n,y,n,n,n,y,n,n,n,n,n,n,1,agitation,NOCLAIM2,0
995,1,200903,SLA,protest,Będzin,58,normal,healthsocial,PIP,pip,unionlocal,NA,strike,1,statecentral,NA,layoffs,defense,govtlocal,positive,n,n,n,n,0,NOGROUP,2009,mar,Opel,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
996,1,200903,SLA,protest,Będzin,58,normal,healthsocial,PIP,pip,unionlocal,NA,strike,1,publicspace,NA,bankrupcy,offense,govtcentral,NA,n,n,n,n,0,NOGROUP,2009,mar,SigmaKalon,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,drastic,duesalary,0
997,1,200903,LDZ,protest,Bełchatów,58,normal,healthsocial,PIP,pip,unionlocal,140,blockade,1,media,timeless,NA,offense,company,negative,n,n,n,n,0,NOGROUP,2009,mar,MPK Wałbrzych,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
998,2,200903,POM,protest,Gdańsk,464,voyvodeship,energy,S,s,unionlocal,3500,demonstration,1,company,h2,managepolicy,offense,company,NA,n,n,n,n,0,NOGROUP,2009,mar,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
999,3,200903,PL,protest,NOTCITY,NOTCITY,NOTCITY,manufactoring,S,s,unioncentral,9000,demonstration,1,company,NA,investment,offense,publicgeneral,NA,n,n,n,n,0,NOGROUP,2009,mar,Vistula,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,2,NOREPERT2,NOCLAIM2,0
1000,1,200903,SLA,protest,Bielsko Biała,172,normal,manufactoring,S,s,unionlocal,NA,strike,1,statecentral,h12,govtpolicycompany,offense,govtcentral,NA,n,n,n,n,0,NOGROUP,2009,mar,Kompania Piwowarska,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,3,NOREPERT2,layoffs,0
1001,1,200903,SLA,protest,Częstochowa,227,normal,sportculture,S,s,unionlocal,NA,demonstration,1,company,NA,managepolicy,offense,govtcentral,NA,n,n,n,n,0,NOGROUP,2009,mar,Częstochowa combined,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,3,NOREPERT2,NOCLAIM2,0
1002,1,200903,DSL,threat,Wrocław,638,voyvodeship,publicsocial,S,s,unionlocal,20,strike,1,company,NA,investment,defense,publicgeneral,NA,n,n,n,n,0,NOGROUP,2009,mar,NOTCOMPANY,NOACT2,NOACT2,n,n,n,n,n,n,n,y,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1003,1,200903,PDK,protest,Stalowa Wola,63,normal,manufactoring,S,s,unionlocal,300,demonstration,1,publicspace,timeless,wage,offense,company,negative,n,n,n,n,0,NOGROUP,2009,mar,NA,s,NOACT2,n,n,n,n,y,n,n,n,n,n,n,n,y,n,20000,NOREPERT2,managepersonal,0
1004,3,200903,SLA,threat,NOTCITY,NOTCITY,NOTCITY,traderepair,S OPZZ S80,s,unionlocal,NA,strike,1,publicspace,h2,wage,defense,govtlocal,negative,n,n,n,n,0,NOGROUP,2009,mar,PKP,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
1005,3,200903,PL,protest,NOTCITY,NOTCITY,NOTCITY,NOTCOMPANY,SR80,sr80,unioncentral,3500,demonstration,1,statecentral,NA,investment,offense,publicgeneral,NA,n,n,n,n,0,NA,2009,mar,KGHM,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,policywork,0
1006,1,200904,OPO,threat,NOTCITY,NOTCITY,NOTCITY,publicsocial,NA,NA,unionlocal,NA,nonspecific,1,company,NA,managepolicy,offense,company,NA,n,n,n,n,0,NA,2009,apr,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1007,1,200904,OPO,protest,Opole,128,voyvodeship,publicsocial,NA,NA,unionlocal,NA,demonstration,1,publicspace,NA,layoffs,defense,govtcentral,NA,n,n,n,n,0,NOGROUP,2009,apr,Brześć sugar mill,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,atypical,0
1008,1,200904,WLK,threat,Konin,76,normal,mining,NA,NA,unionlocal,NA,strike,1,company,w1,conditions,defense,publicgeneral,NA,n,n,n,n,0,NA,2009,apr,Winiary Kalisz,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1009,1,200904,SLA,protest,Katowice,298,voyvodeship,finance,NA,NA,unionlocal,NA,blockade,1,company,w1,wage,defense,company,negative,n,n,n,n,0,NA,2009,apr,Kielce oncology,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1010,3,200904,SLA,protest,Jastrzębie Zdrój,90,normal,mining,NA,NA,unionlocal,NA,demonstration,1,company,h2,wage,defense,govtlocal,negative,n,n,n,n,0,NA,2009,apr,NOTCOMPANY,NA,movement,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1011,2,200904,KPO,protest,Bydgoszcz,355,voyvodeship,education,NA,NA,nonorganised,14,strike,1,company,h2,wage,offense,company,unclear,n,n,n,n,0,NA,2009,apr,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,6,NOREPERT2,NOCLAIM2,0
1012,2,200904,SLA,protest,Katowice,298,voyvodeship,finance,NA,NA,unionlocal,30,demonstration,1,stateregional,NA,managepolicy,defense,govtlocal,unclear,n,n,n,n,0,NA,2009,apr,Połaniec power plant,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,15,NOREPERT2,NOCLAIM2,0
1013,1,200904,PDL,protest,Bielsk Podlaski,26,normal,manufactoring,NA,NA,unionlocal,300,demonstration,1,company,NA,govtpolicycompany,defense,govtlocal,unclear,n,n,n,n,0,NA,2009,apr,Kraków Babiński,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,managepersonal,0
1014,1,200904,KPO,protest,Toruń,202,voyvodeship,transportpost,NA,NA,nonunion,400,blockade,1,company,w1,wage,defense,company,NA,n,n,n,n,0,NA,2009,apr,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1015,2,200904,LDZ,protest,Łódź,697,voyvodeship,manufactoring,IP,ip,unioncentral,8,demonstration,1,company,NA,layoffs,offense,company,NA,n,n,n,n,0,NA,2009,apr,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1016,7,200904,SLA,threat,Katowice,298,voyvodeship,mining,S,s,unionlocal,NA,strike,1,publicspace,NA,bankrupcy,offense,govtcentral,NA,n,n,n,n,0,NA,2009,apr,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1017,1,200904,MAZ,threat,Radom,216,normal,manufactoring,S,s,unionlocal,NA,strike,1,statecentral,NA,govtpolicycompany,offense,company,negative,n,n,n,n,0,NA,2009,apr,Srebrzysko,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,NOCLAIM2,bigger NFZ conctracts
1018,3,200904,SLA,threat,Rędziny,5,normal,transportpost,S,s,unionlocal,NA,strike,1,NA,NA,duesalary,offense,govtlocal,negative,n,n,n,n,0,NA,2009,apr,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,agitation,NOCLAIM2,0
1019,1,200904,DSL,protest,Kąty Wrocławskie,6,normal,transportpost,S,s,unionlocal,20,demonstration,1,company,NA,unionize,defense,company,NA,n,n,n,n,0,NOGROUP,2009,apr,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,NA,NOREPERT2,conditions,0
1020,3,200904,DSL,protest,Kąty Wrocławskie,6,normal,transportpost,S,s,unionlocal,21,blockade,1,stateother,NA,duesalary,offense,company,unclear,n,n,n,n,0,NA,2009,apr,Tesco,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,duesalary,0
1021,1,200905,LDZ,threat,Łódź,697,voyvodeship,sportculture,NA,NA,nonorganised,NA,strike,1,company,h48,govtpolicywork,defense,govtcentral,positive,n,n,n,n,0,NA,2009,may,PKP,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,2,NOREPERT2,NOCLAIM2,0
1022,2,200905,WLK,protest,Poznań,542,voyvodeship,sportculture,NA,NA,nonorganised,NA,strike,1,company,NA,govtpolicycompany,offense,govtcentral,NA,n,n,n,n,0,NOGROUP,2009,may,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1023,1,200905,MAZ,protest,Warszawa,1754,voyvodeship,NOTCOMPANY,NA,NA,movement,NA,agitation,1,publicspace,h48,govtpolicycompany,offense,govtcentral,NA,n,n,n,n,0,NA,2009,may,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,NOCLAIM2,labour day
1024,1,200905,PL,protest,NOTCITY,NOTCITY,NOTCITY,publicsocial,NA,NA,unionlocal,NA,demonstration,1,company,NA,managepolicy,defense,company,positive,n,n,n,n,0,NA,2009,may,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1025,1,200905,SWK,protest,Opatów,6,normal,mining,NA,NA,nonorganised,NA,blockade,1,publicspace,NA,wage,defense,company,NA,n,n,n,n,0,NA,2009,may,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
